team,season,role,position,shirt_number,full_name,country,is_overseas,birthdate
Real Madrid,1955/1956,Player,Midfielder,,Manolín,Spain,0,1928-05-21
Real Madrid,1955/1956,Player,Midfielder,,Héctor Rial,Argentina,1,1928-10-14
Real Madrid,1955/1956,Player,Midfielder,,Zárraga,Spain,0,1930-08-15
Real Madrid,1955/1956,Player,Midfielder,,Atienza,Spain,0,1931-03-16
Real Madrid,1955/1956,Player,Midfielder,,Gento,Spain,0,1933-10-21
Real Madrid,1955/1956,Player,Midfielder,,Rubio,Spain,0,1934-05-09
Real Madrid,1955/1956,Player,Midfielder,,Wilson,Spain,0,1934-05-19
Real Madrid,1955/1956,Player,Midfielder,,Mateos,Spain,0,1934-07-15
Real Madrid,1955/1956,Player,Midfielder,,Marsal,Spain,0,1934-12-12
Real Madrid,1955/1956,Player,Midfielder,,Santisteban,Spain,0,1936-12-08
Real Madrid,1954/1955,Player,Defender,,Navarro,Spain,0,1921-08-02
Real Madrid,1954/1955,Player,Defender,,Rafael Lesmes,Spain,0,1926-11-09
Real Madrid,1954/1955,Player,Defender,,Oliva,Spain,0,1926-11-11
Real Madrid,1954/1955,Player,Defender,,Marquitos,Spain,0,1933-04-16
Real Madrid,1954/1955,Player,Defender,,Campa,Spain,0,1933-05-10
Real Madrid,1954/1955,Player,Forward,,Molowny,Spain,0,1925-05-12
Real Madrid,1954/1955,Player,Forward,,Alfredo Di Stéfano,Argentina,1,1926-07-04
Real Madrid,1954/1955,Player,Forward,,Joseito,Spain,0,1926-12-23
Real Madrid,1954/1955,Player,Forward,,Atienza,Spain,0,1927-12-01
Real Madrid,1954/1955,Player,Forward,,Perez Paya,Spain,0,1928-03-02
Real Madrid,1954/1955,Player,Goalkeeper,,Juanito Alonso,Spain,0,1927-12-13
Real Madrid,1954/1955,Player,Goalkeeper,,Cosme,Spain,0,1928-08-31
Real Madrid,1954/1955,Player,Goalkeeper,,Juanito,Spain,0,1928-12-05
Real Madrid,1954/1955,Staff,Manager,,José Villalonga,Spain,0,1919-12-12
Real Madrid,1954/1955,Player,Midfielder,,Miguel Muñoz,Spain,0,1922-01-19
Real Madrid,1954/1955,Player,Midfielder,,Roque Olsen,Argentina,1,1925-09-09
Real Madrid,1954/1955,Player,Midfielder,,Héctor Rial,Argentina,1,1928-10-14
Real Madrid,1954/1955,Player,Midfielder,,Zárraga,Spain,0,1930-08-15
Real Madrid,1954/1955,Player,Midfielder,,Atienza,Spain,0,1931-03-16
Real Madrid,1954/1955,Player,Midfielder,,Durán,Spain,0,1933-02-14
Real Madrid,1954/1955,Player,Midfielder,,Gento,Spain,0,1933-10-21
Real Madrid,1954/1955,Player,Midfielder,,Mateos,Spain,0,1934-07-15
Real Madrid,1953/1954,Player,Defender,,Navarro,Spain,0,1921-08-02
Real Madrid,1953/1954,Player,Defender,,Gabriel Alonso,Spain,0,1923-11-09
Real Madrid,1953/1954,Player,Defender,,Becerril,Spain,0,1926-08-21
Real Madrid,1953/1954,Player,Defender,,Rafael Lesmes,Spain,0,1926-11-09
Real Madrid,1953/1954,Player,Defender,,Oliva,Spain,0,1926-11-11
Real Madrid,1953/1954,Player,Defender,,Campa,Spain,0,1933-05-10
Real Madrid,1953/1954,Player,Forward,,Molowny,Spain,0,1925-05-12
Real Madrid,1953/1954,Player,Forward,,Julio Britos,Uruguay,1,1926-05-18
Real Madrid,1953/1954,Player,Forward,,Alfredo Di Stéfano,Argentina,1,1926-07-04
Real Madrid,1953/1954,Player,Forward,,Joseito,Spain,0,1926-12-23
Real Madrid,1953/1954,Player,Forward,,Atienza,Spain,0,1927-12-01
Real Madrid,1953/1954,Player,Forward,,Perez Paya,Spain,0,1928-03-02
Real Madrid,1953/1954,Player,Goalkeeper,,Juanito Alonso,Spain,0,1927-12-13
Real Madrid,1953/1954,Player,Goalkeeper,,Cosme,Spain,0,1928-08-31
Real Madrid,1953/1954,Player,Goalkeeper,,Pazos,Spain,0,1930-03-17
Real Madrid,1953/1954,Staff,Manager,,Enrique Fernández,Uruguay,1,1912-06-10
Real Madrid,1953/1954,Player,Midfielder,,Miguel Muñoz,Spain,0,1922-01-19
Real Madrid,1953/1954,Player,Midfielder,,Roque Olsen,Argentina,1,1925-09-09
Real Madrid,1953/1954,Player,Midfielder,,Goñi,Spain,0,1927-08-16
Real Madrid,1953/1954,Player,Midfielder,,Sergio Rodriguez,Uruguay,1,1928-04-04
Real Madrid,1953/1954,Player,Midfielder,,Vázquez,Spain,0,1930-03-05
Real Madrid,1953/1954,Player,Midfielder,,Zárraga,Spain,0,1930-08-15
Real Madrid,1953/1954,Player,Midfielder,,Gento,Spain,0,1933-10-21
Real Madrid,1953/1954,Player,Midfielder,,Mateos,Spain,0,1934-07-15
Real Madrid,1952/1953,Player,Defender,,Navarro,Spain,0,1921-08-02
Real Madrid,1952/1953,Player,Defender,,Gabriel Alonso,Spain,0,1923-11-09
Real Madrid,1952/1953,Player,Defender,,Louis Hon,France,1,1924-09-14
Real Madrid,1952/1953,Player,Defender,,Rafael Lesmes,Spain,0,1926-11-09
Real Madrid,1952/1953,Player,Defender,,Oliva,Spain,0,1926-11-11
Real Madrid,1952/1953,Player,Forward,,Pahiño,Spain,0,1923-01-21
Real Madrid,1952/1953,Player,Forward,,Molowny,Spain,0,1925-05-12
Real Madrid,1952/1953,Player,Forward,,Sobrado,Spain,0,1926-04-20
Real Madrid,1952/1953,Player,Forward,,Cabrera,Spain,0,1926-08-24
Real Madrid,1952/1953,Player,Forward,,Joseito,Spain,0,1926-12-23
Real Madrid,1952/1953,Player,Forward,,Cedres,Spain,0,1927-08-15
Real Madrid,1952/1953,Player,Forward,,Arsuaga,Spain,0,1927-10-19
Real Madrid,1952/1953,Player,Forward,,Gausi,Spain,0,1927-12-10
Real Madrid,1952/1953,Player,Forward,,Espina,Spain,0,1929-09-24
Real Madrid,1952/1953,Player,Goalkeeper,,Juanito Alonso,Spain,0,1927-12-13
Real Madrid,1952/1953,Player,Goalkeeper,,Cosme,Spain,0,1928-08-31
Real Madrid,1952/1953,Staff,Manager,,Ipiña,Spain,0,1912-08-23
Real Madrid,1952/1953,Player,Midfielder,,Miguel Muñoz,Spain,0,1922-01-19
Real Madrid,1952/1953,Player,Midfielder,,Montalvo,Spain,0,1924-01-21
Real Madrid,1952/1953,Player,Midfielder,,Roque Olsen,Argentina,1,1925-09-09
Real Madrid,1952/1953,Player,Midfielder,,Olmedo,Spain,0,1929-04-13
Real Madrid,1952/1953,Player,Midfielder,,Zárraga,Spain,0,1930-08-15
Real Madrid,1952/1953,Player,Midfielder,,Mateos,Spain,0,1934-07-15
Real Madrid,1951/1952,Player,Defender,,González,Spain,0,1916-10-08
Real Madrid,1951/1952,Player,Defender,,Clemente,Spain,0,1919-11-23
Real Madrid,1951/1952,Player,Defender,,Navarro,Spain,0,1921-08-02
Real Madrid,1951/1952,Player,Defender,,Pont,Spain,0,1921-12-01
Real Madrid,1951/1952,Player,Defender,,Gabriel Alonso,Spain,0,1923-11-09
Real Madrid,1951/1952,Player,Defender,,Louis Hon,France,1,1924-09-14
Real Madrid,1951/1952,Player,Defender,,Oliva,Spain,0,1926-11-11
Real Madrid,1951/1952,Player,Forward,,Pahiño,Spain,0,1923-01-21
Real Madrid,1951/1952,Player,Forward,,Molowny,Spain,0,1925-05-12
Real Madrid,1951/1952,Player,Forward,,Sobrado,Spain,0,1926-04-20
Real Madrid,1951/1952,Player,Forward,,Cabrera,Spain,0,1926-08-24
Real Madrid,1951/1952,Player,Forward,,Joseito,Spain,0,1926-12-23
Real Madrid,1951/1952,Player,Forward,,Arsuaga,Spain,0,1927-10-19
Real Madrid,1951/1952,Player,Forward,,Gausi,Spain,0,1927-12-10
Real Madrid,1951/1952,Player,Goalkeeper,,Juanito Alonso,Spain,0,1927-12-13
Real Madrid,1951/1952,Player,Goalkeeper,,Adauto,Spain,0,1929-11-17
Real Madrid,1951/1952,Staff,Manager,,Héctor Scarone,Uruguay,1,1898-11-26
Real Madrid,1951/1952,Player,Midfielder,,Narro,Spain,0,1922-01-04
Real Madrid,1951/1952,Player,Midfielder,,Miguel Muñoz,Spain,0,1922-01-19
Real Madrid,1951/1952,Player,Midfielder,,Montalvo,Spain,0,1924-01-21
Real Madrid,1951/1952,Player,Midfielder,,Roque Olsen,Argentina,1,1925-09-09
Real Madrid,1951/1952,Player,Midfielder,,Zárraga,Spain,0,1930-08-15
Real Madrid,1950/1951,Player,Defender,,García González,Spain,0,1919-05-12
Real Madrid,1950/1951,Player,Defender,,Clemente,Spain,0,1919-11-23
Real Madrid,1950/1951,Player,Defender,,Navarro,Spain,0,1921-08-02
Real Madrid,1950/1951,Player,Defender,,Pont,Spain,0,1921-12-01
Real Madrid,1950/1951,Player,Defender,,Azcarate,Spain,0,1924-08-22
Real Madrid,1950/1951,Player,Defender,,Louis Hon,France,1,1924-09-14
Real Madrid,1950/1951,Player,Defender,,Oliva,Spain,0,1926-11-11
Real Madrid,1950/1951,Player,Forward,,George Nemes,Hungary,1,1920-06-17
Real Madrid,1950/1951,Player,Forward,,Macala,Spain,0,1921-04-21
Real Madrid,1950/1951,Player,Forward,,Pahiño,Spain,0,1923-01-21
Real Madrid,1950/1951,Player,Forward,,Antonio Imbelloni,Argentina,1,1924-08-25
Real Madrid,1950/1951,Player,Forward,,Molowny,Spain,0,1925-05-12
Real Madrid,1950/1951,Player,Forward,,Cabrera,Spain,0,1926-08-24
Real Madrid,1950/1951,Player,Forward,,Pachichu,Spain,0,1926-11-01
Real Madrid,1950/1951,Player,Forward,,Arsuaga,Spain,0,1927-10-19
Real Madrid,1950/1951,Player,Forward,,Navarro,Spain,0,1929-04-08
Real Madrid,1950/1951,Player,Goalkeeper,,Garcia Martin,Spain,0,1922-03-04
Real Madrid,1950/1951,Player,Goalkeeper,,Juanito Alonso,Spain,0,1927-12-13
Real Madrid,1950/1951,Staff,Manager,,Héctor Scarone,Uruguay,1,1898-11-26
Real Madrid,1950/1951,Player,Midfielder,,Jean Luciano,France,1,1921-01-02
Real Madrid,1950/1951,Player,Midfielder,,Narro,Spain,0,1922-01-04
Real Madrid,1950/1951,Player,Midfielder,,Miguel Muñoz,Spain,0,1922-01-19
Real Madrid,1950/1951,Player,Midfielder,,Montalvo,Spain,0,1924-01-21
Real Madrid,1950/1951,Player,Midfielder,,Roque Olsen,Argentina,1,1925-09-09
Real Madrid,1950/1951,Player,Midfielder,,Olmedo,Spain,0,1929-04-13
Real Madrid,1949/1950,Player,Defender,,García González,Spain,0,1919-05-12
Real Madrid,1949/1950,Player,Defender,,Mariscal,Spain,0,1919-10-30
Real Madrid,1949/1950,Player,Defender,,Clemente,Spain,0,1919-11-23
Real Madrid,1949/1950,Player,Defender,,Navarro,Spain,0,1921-08-02
Real Madrid,1949/1950,Player,Defender,,Pont,Spain,0,1921-12-01
Real Madrid,1949/1950,Player,Defender,,Soto,Spain,0,1923-12-12
Real Madrid,1949/1950,Player,Defender,,Azcarate,Spain,0,1924-08-22
Real Madrid,1949/1950,Player,Forward,,Macala,Spain,0,1921-04-21
Real Madrid,1949/1950,Player,Forward,,Pahiño,Spain,0,1923-01-21
Real Madrid,1949/1950,Player,Forward,,Molowny,Spain,0,1925-05-12
Real Madrid,1949/1950,Player,Forward,,Juanco,Spain,0,1926-04-09
Real Madrid,1949/1950,Player,Forward,,Cabrera,Spain,0,1926-08-24
Real Madrid,1949/1950,Player,Forward,,Arsuaga,Spain,0,1927-10-19
Real Madrid,1949/1950,Player,Forward,,Rafa,Spain,0,1927-12-23
Real Madrid,1949/1950,Player,Goalkeeper,,Garcia Martin,Spain,0,1922-03-04
Real Madrid,1949/1950,Player,Goalkeeper,,Juanito Alonso,Spain,0,1927-12-13
Real Madrid,1949/1950,Player,Goalkeeper,,Adauto,Spain,0,1929-11-17
Real Madrid,1949/1950,Staff,Manager,,Héctor Scarone,Uruguay,1,1898-11-26
Real Madrid,1949/1950,Staff,Manager,,Alexander Keeping,England,1,1902-08-22
Real Madrid,1949/1950,Player,Midfielder,,Narro,Spain,0,1922-01-04
Real Madrid,1949/1950,Player,Midfielder,,Miguel Muñoz,Spain,0,1922-01-19
Real Madrid,1949/1950,Player,Midfielder,,Toni,Spain,0,1922-01-27
Real Madrid,1949/1950,Player,Midfielder,,Barinaga,Spain,0,1922-08-15
Real Madrid,1949/1950,Player,Midfielder,,Montalvo,Spain,0,1924-01-21
Real Madrid,1949/1950,Player,Midfielder,,Marcet,Spain,0,1928-11-26
Real Madrid,1949/1950,Player,Midfielder,,Olmedo,Spain,0,1929-04-13
Real Madrid,1948/1949,Player,Defender,,José Navarro,Argentina,1,1919-02-24
Real Madrid,1948/1949,Player,Defender,,Mariscal,Spain,0,1919-10-30
Real Madrid,1948/1949,Player,Defender,,Clemente,Spain,0,1919-11-23
Real Madrid,1948/1949,Player,Defender,,Pont,Spain,0,1921-12-01
Real Madrid,1948/1949,Player,Defender,,Soto,Spain,0,1923-12-12
Real Madrid,1948/1949,Player,Defender,,Azcarate,Spain,0,1924-08-22
Real Madrid,1948/1949,Player,Forward,,Pablo Vidal,Spain,0,1920-07-22
Real Madrid,1948/1949,Player,Forward,,Macala,Spain,0,1921-04-21
Real Madrid,1948/1949,Player,Forward,,Pahiño,Spain,0,1923-01-21
Real Madrid,1948/1949,Player,Forward,,Molowny,Spain,0,1925-05-12
Real Madrid,1948/1949,Player,Forward,,Arsuaga,Spain,0,1927-10-19
Real Madrid,1948/1949,Player,Goalkeeper,,Bañón,Spain,0,1922-04-19
Real Madrid,1948/1949,Player,Goalkeeper,,Adauto,Spain,0,1929-11-17
Real Madrid,1948/1949,Staff,Manager,,Alexander Keeping,England,1,1902-08-22
Real Madrid,1948/1949,Player,Midfielder,,Ipiña,Spain,0,1912-08-23
Real Madrid,1948/1949,Player,Midfielder,,John Watson,Scotland,1,1917-12-31
Real Madrid,1948/1949,Player,Midfielder,,Narro,Spain,0,1922-01-04
Real Madrid,1948/1949,Player,Midfielder,,Miguel Muñoz,Spain,0,1922-01-19
Real Madrid,1948/1949,Player,Midfielder,,Barinaga,Spain,0,1922-08-15
Real Madrid,1948/1949,Player,Midfielder,,Montalvo,Spain,0,1924-01-21
Real Madrid,1948/1949,Player,Midfielder,,Marcet,Spain,0,1928-11-26
Real Madrid,1948/1949,Player,Midfielder,,Olmedo,Spain,0,1929-04-13
Real Madrid,1947/1948,Player,Defender,,Corona,Spain,0,1918-06-04
Real Madrid,1947/1948,Player,Defender,,José Navarro,Argentina,1,1919-02-24
Real Madrid,1947/1948,Player,Defender,,Clemente,Spain,0,1919-11-23
Real Madrid,1947/1948,Player,Defender,,Pont,Spain,0,1921-12-01
Real Madrid,1947/1948,Player,Defender,,Azcarate,Spain,0,1924-08-22
Real Madrid,1947/1948,Player,Forward,,Pruden,Spain,0,1916-12-01
Real Madrid,1947/1948,Player,Forward,,Alsúa,Spain,0,1919-10-25
Real Madrid,1947/1948,Player,Forward,,Pablo Vidal,Spain,0,1920-07-22
Real Madrid,1947/1948,Player,Forward,,Manuel Rocha,Argentina,1,1920-08-21
Real Madrid,1947/1948,Player,Forward,,Macala,Spain,0,1921-04-21
Real Madrid,1947/1948,Player,Forward,,Molowny,Spain,0,1925-05-12
Real Madrid,1947/1948,Player,Forward,,Cabrera,Spain,0,1926-08-24
Real Madrid,1947/1948,Player,Forward,,Pachichu,Spain,0,1926-11-01
Real Madrid,1947/1948,Player,Forward,,Arsuaga,Spain,0,1927-10-19
Real Madrid,1947/1948,Player,Goalkeeper,,Marín Aznar,Spain,0,1918-08-23
Real Madrid,1947/1948,Player,Goalkeeper,,Calleja Gomendio,Spain,0,1922-01-24
Real Madrid,1947/1948,Player,Goalkeeper,,Bañón,Spain,0,1922-04-19
Real Madrid,1947/1948,Player,Goalkeeper,,Hilario,Spain,0,1928-03-16
Real Madrid,1947/1948,Staff,Manager,,Quincoces,Spain,0,1905-07-17
Real Madrid,1947/1948,Player,Midfielder,,Ipiña,Spain,0,1912-08-23
Real Madrid,1947/1948,Player,Midfielder,,Huete,Spain,0,1914-08-25
Real Madrid,1947/1948,Player,Midfielder,,Moleiro,Spain,0,1915-03-30
Real Madrid,1947/1948,Player,Midfielder,,Jesús Alonso,Cuba,1,1917-04-24
Real Madrid,1947/1948,Player,Midfielder,,Ortiz,Spain,0,1918-12-20
Real Madrid,1947/1948,Player,Midfielder,,Rafa Yunta,Spain,0,1920-04-04
Real Madrid,1947/1948,Player,Midfielder,,Barinaga,Spain,0,1922-08-15
Real Madrid,1947/1948,Player,Midfielder,,Montalvo,Spain,0,1924-01-21
Real Madrid,1947/1948,Player,Midfielder,,Gallardo,Spain,0,1926-11-28
Real Madrid,1946/1947,Player,Defender,,Corona,Spain,0,1918-06-04
Real Madrid,1946/1947,Player,Defender,,Querejeta,Spain,0,1919-05-17
Real Madrid,1946/1947,Player,Defender,,Clemente,Spain,0,1919-11-23
Real Madrid,1946/1947,Player,Defender,,Pont,Spain,0,1921-12-01
Real Madrid,1946/1947,Player,Forward,,Elices,Spain,0,1914-04-13
Real Madrid,1946/1947,Player,Forward,,Pruden,Spain,0,1916-12-01
Real Madrid,1946/1947,Player,Forward,,Alsúa,Spain,0,1919-10-25
Real Madrid,1946/1947,Player,Forward,,Pablo Vidal,Spain,0,1920-07-22
Real Madrid,1946/1947,Player,Forward,,Molowny,Spain,0,1925-05-12
Real Madrid,1946/1947,Player,Forward,,Arsuaga,Spain,0,1927-10-19
Real Madrid,1946/1947,Player,Goalkeeper,,Marín Aznar,Spain,0,1918-08-23
Real Madrid,1946/1947,Player,Goalkeeper,,Sureda,Spain,0,1919-03-01
Real Madrid,1946/1947,Player,Goalkeeper,,Ferrús,Spain,0,1921-10-21
Real Madrid,1946/1947,Player,Goalkeeper,,Bañón,Spain,0,1922-04-19
Real Madrid,1946/1947,Staff,Manager,,Albeniz,Spain,0,1905-01-06
Real Madrid,1946/1947,Player,Midfielder,,Ipiña,Spain,0,1912-08-23
Real Madrid,1946/1947,Player,Midfielder,,Huete,Spain,0,1914-08-25
Real Madrid,1946/1947,Player,Midfielder,,Moleiro,Spain,0,1915-03-30
Real Madrid,1946/1947,Player,Midfielder,,Jesús Alonso,Cuba,1,1917-04-24
Real Madrid,1946/1947,Player,Midfielder,,Belmar,Spain,0,1919-10-25
Real Madrid,1946/1947,Player,Midfielder,,Rafa Yunta,Spain,0,1920-04-04
Real Madrid,1946/1947,Player,Midfielder,,Terán,Spain,0,1922-01-20
Real Madrid,1946/1947,Player,Midfielder,,Barinaga,Spain,0,1922-08-15
Real Madrid,1946/1947,Player,Midfielder,,Gallardo,Spain,0,1926-11-28
Real Madrid,1945/1946,Player,Defender,,Arzanegui,Spain,0,1917-07-14
Real Madrid,1945/1946,Player,Defender,,Corona,Spain,0,1918-06-04
Real Madrid,1945/1946,Player,Defender,,Querejeta,Spain,0,1919-05-17
Real Madrid,1945/1946,Player,Defender,,Clemente,Spain,0,1919-11-23
Real Madrid,1945/1946,Player,Forward,,Elices,Spain,0,1914-04-13
Real Madrid,1945/1946,Player,Forward,,Pruden,Spain,0,1916-12-01
Real Madrid,1945/1946,Player,Forward,,Elzo,Spain,0,1917-11-07
Real Madrid,1945/1946,Player,Forward,,Alsúa,Spain,0,1919-10-25
Real Madrid,1945/1946,Player,Forward,,José Borbolla,Mexico,1,1920-01-31
Real Madrid,1945/1946,Player,Forward,,Pablo Vidal,Spain,0,1920-07-22
Real Madrid,1945/1946,Player,Goalkeeper,,Marín Aznar,Spain,0,1918-08-23
Real Madrid,1945/1946,Player,Goalkeeper,,Bañón,Spain,0,1922-04-19
Real Madrid,1945/1946,Staff,Manager,,Quincoces,Spain,0,1905-07-17
Real Madrid,1945/1946,Player,Midfielder,,Ipiña,Spain,0,1912-08-23
Real Madrid,1945/1946,Player,Midfielder,,Huete,Spain,0,1914-08-25
Real Madrid,1945/1946,Player,Midfielder,,Moleiro,Spain,0,1915-03-30
Real Madrid,1945/1946,Player,Midfielder,,Jesús Alonso,Cuba,1,1917-04-24
Real Madrid,1945/1946,Player,Midfielder,,Belmar,Spain,0,1919-10-25
Real Madrid,1945/1946,Player,Midfielder,,Rafa Yunta,Spain,0,1920-04-04
Real Madrid,1945/1946,Player,Midfielder,,Juanete,Spain,0,1920-11-07
Real Madrid,1945/1946,Player,Midfielder,,Terán,Spain,0,1922-01-20
Real Madrid,1945/1946,Player,Midfielder,,Canal,Spain,0,1922-03-21
Real Madrid,1945/1946,Player,Midfielder,,Barinaga,Spain,0,1922-08-15
Real Madrid,1944/1945,Player,Defender,,Corona,Spain,0,1918-06-04
Real Madrid,1944/1945,Player,Defender,,Querejeta,Spain,0,1919-05-17
Real Madrid,1944/1945,Player,Defender,,Clemente,Spain,0,1919-11-23
Real Madrid,1944/1945,Player,Forward,,Elices,Spain,0,1914-04-13
Real Madrid,1944/1945,Player,Forward,,Pruden,Spain,0,1916-12-01
Real Madrid,1944/1945,Player,Forward,,Elzo,Spain,0,1917-11-07
Real Madrid,1944/1945,Player,Forward,,Pedrin,Spain,0,1918-12-01
Real Madrid,1944/1945,Player,Forward,,Alsúa,Spain,0,1919-10-25
Real Madrid,1944/1945,Player,Forward,,Pablo Vidal,Spain,0,1920-07-22
Real Madrid,1944/1945,Player,Forward,,Camilo Roig,Spain,0,1920-07-30
Real Madrid,1944/1945,Player,Forward,,Cuca,Spain,0,1924-04-30
Real Madrid,1944/1945,Player,Forward,,Porro,Spain,0,1924-05-23
Real Madrid,1944/1945,Player,Forward,,Castivia,Spain,0,1926-05-06
Real Madrid,1944/1945,Player,Goalkeeper,,Martín,Spain,0,1918-07-26
Real Madrid,1944/1945,Player,Goalkeeper,,Bañón,Spain,0,1922-04-19
Real Madrid,1944/1945,Staff,Manager,,Encinas,Spain,0,1893-05-19
Real Madrid,1944/1945,Player,Midfielder,,Ipiña,Spain,0,1912-08-23
Real Madrid,1944/1945,Player,Midfielder,,Huete,Spain,0,1914-08-25
Real Madrid,1944/1945,Player,Midfielder,,Moleiro,Spain,0,1915-03-30
Real Madrid,1944/1945,Player,Midfielder,,Berridi,Spain,0,1915-11-05
Real Madrid,1944/1945,Player,Midfielder,,Jesús Alonso,Cuba,1,1917-04-24
Real Madrid,1944/1945,Player,Midfielder,,Elias Paramio,Spain,0,1919-07-08
Real Madrid,1944/1945,Player,Midfielder,,Muñoz Martín,Spain,0,1919-09-17
Real Madrid,1944/1945,Player,Midfielder,,Rafa Yunta,Spain,0,1920-04-04
Real Madrid,1944/1945,Player,Midfielder,,Barinaga,Spain,0,1922-08-15
Real Madrid,1943/1944,Player,Defender,,Arzanegui,Spain,0,1917-07-14
Real Madrid,1943/1944,Player,Defender,,Corona,Spain,0,1918-06-04
Real Madrid,1943/1944,Player,Defender,,Querejeta,Spain,0,1919-05-17
Real Madrid,1943/1944,Player,Defender,,Medrano,Spain,0,1920-01-04
Real Madrid,1943/1944,Player,Forward,,Ochoa,Spain,0,1912-10-25
Real Madrid,1943/1944,Player,Forward,,Cuca,Spain,0,1914-12-23
Real Madrid,1943/1944,Player,Forward,,Botella,Spain,0,1916-08-10
Real Madrid,1943/1944,Player,Forward,,Pruden,Spain,0,1916-12-01
Real Madrid,1943/1944,Player,Forward,,Alday,Spain,0,1917-09-05
Real Madrid,1943/1944,Player,Forward,,Cantero García,Spain,0,1918-01-08
Real Madrid,1943/1944,Player,Forward,,Pedrin,Spain,0,1918-12-01
Real Madrid,1943/1944,Player,Forward,,Alsúa,Spain,0,1919-10-25
Real Madrid,1943/1944,Player,Forward,,Alonso,Spain,0,1922-12-12
Real Madrid,1943/1944,Player,Forward,,Alsúa,Spain,0,1923-08-18
Real Madrid,1943/1944,Player,Goalkeeper,,Martín,Spain,0,1918-07-26
Real Madrid,1943/1944,Player,Goalkeeper,,Marzá,Spain,0,1921-08-13
Real Madrid,1943/1944,Player,Goalkeeper,,Bañón,Spain,0,1922-04-19
Real Madrid,1943/1944,Staff,Manager,,Encinas,Spain,0,1893-05-19
Real Madrid,1943/1944,Player,Midfielder,,Ipiña,Spain,0,1912-08-23
Real Madrid,1943/1944,Player,Midfielder,,José Sauto,Mexico,1,1912-09-07
Real Madrid,1943/1944,Player,Midfielder,,Huete,Spain,0,1914-08-25
Real Madrid,1943/1944,Player,Midfielder,,Tamargo,Spain,0,1915-02-01
Real Madrid,1943/1944,Player,Midfielder,,Moleiro,Spain,0,1915-03-30
Real Madrid,1943/1944,Player,Midfielder,,Tormo,Spain,0,1915-12-15
Real Madrid,1943/1944,Player,Midfielder,,Jesús Alonso,Cuba,1,1917-04-24
Real Madrid,1943/1944,Player,Midfielder,,Gil López,Spain,0,1917-10-11
Real Madrid,1943/1944,Player,Midfielder,,Benavente,Spain,0,1917-11-02
Real Madrid,1943/1944,Player,Midfielder,,Elias Paramio,Spain,0,1919-07-08
Real Madrid,1943/1944,Player,Midfielder,,Belmar,Spain,0,1919-10-25
Real Madrid,1943/1944,Player,Midfielder,,Barinaga,Spain,0,1922-08-15
Real Madrid,1942/1943,Player,Defender,,Mardones,Spain,0,1914-02-04
Real Madrid,1942/1943,Player,Defender,,Arzanegui,Spain,0,1917-07-14
Real Madrid,1942/1943,Player,Defender,,Querejeta,Spain,0,1919-05-17
Real Madrid,1942/1943,Player,Defender,,Clemente,Spain,0,1919-11-23
Real Madrid,1942/1943,Player,Defender,,Olivares,Spain,0,1920-06-24
Real Madrid,1942/1943,Player,Forward,,Arbiza,Spain,0,1914-07-08
Real Madrid,1942/1943,Player,Forward,,Sanz,Spain,0,1915-01-18
Real Madrid,1942/1943,Player,Forward,,Botella,Spain,0,1916-08-10
Real Madrid,1942/1943,Player,Forward,,Alday,Spain,0,1917-09-05
Real Madrid,1942/1943,Player,Forward,,Alsúa,Spain,0,1919-10-25
Real Madrid,1942/1943,Player,Forward,,Cuca,Spain,0,1924-04-30
Real Madrid,1942/1943,Player,Goalkeeper,,Esquivas,Spain,0,1916-08-19
Real Madrid,1942/1943,Player,Goalkeeper,,Marzá,Spain,0,1921-08-13
Real Madrid,1942/1943,Staff,Manager,,Juan Armet de Castellvi,Spain,0,1895-06-30
Real Madrid,1942/1943,Player,Midfielder,,Ipiña,Spain,0,1912-08-23
Real Madrid,1942/1943,Player,Midfielder,,José Sauto,Mexico,1,1912-09-07
Real Madrid,1942/1943,Player,Midfielder,,Huete,Spain,0,1914-08-25
Real Madrid,1942/1943,Player,Midfielder,,Moleiro,Spain,0,1915-03-30
Real Madrid,1942/1943,Player,Midfielder,,Rovira,Spain,0,1915-07-15
Real Madrid,1942/1943,Player,Midfielder,,Jesús Alonso,Cuba,1,1917-04-24
Real Madrid,1942/1943,Player,Midfielder,,Belmar,Spain,0,1919-10-25
Real Madrid,1942/1943,Player,Midfielder,,Barinaga,Spain,0,1922-08-15
Real Madrid,1941/1942,Player,Defender,,Quincoces,Spain,0,1905-07-17
Real Madrid,1941/1942,Player,Defender,,Mardones,Spain,0,1914-02-04
Real Madrid,1941/1942,Player,Defender,,Arzanegui,Spain,0,1917-07-14
Real Madrid,1941/1942,Player,Defender,,Olivares,Spain,0,1920-06-24
Real Madrid,1941/1942,Player,Forward,,Arbiza,Spain,0,1914-07-08
Real Madrid,1941/1942,Player,Forward,,Emilio Sánchez,Spain,0,1915-06-16
Real Madrid,1941/1942,Player,Forward,,Botella,Spain,0,1916-08-10
Real Madrid,1941/1942,Player,Forward,,Alday,Spain,0,1917-09-05
Real Madrid,1941/1942,Player,Forward,,Alsúa,Spain,0,1919-10-25
Real Madrid,1941/1942,Player,Goalkeeper,,Pacheco,Spain,0,1909-11-11
Real Madrid,1941/1942,Player,Goalkeeper,,Esquivas,Spain,0,1916-08-19
Real Madrid,1941/1942,Player,Goalkeeper,,Marzá,Spain,0,1921-08-13
